,ID,Sex,Marital status,Age,Education,Income,Occupation,Settlement size
1073,100001074,Male,Non-single,41.0,University,,Management/High qualified employee,Mid-sized city
1074,100001075,Male,Non-single,43.0,University,280566.0,Management/High qualified employee,Big city
1075,100001076,Male,Non-single,67.0,Graduate school,71823.0,Unemployed,Big city
1076,100001077,Female,Non-single,71.0,Graduate school,211572.0,Management/High qualified employee,Mid-sized city
1077,100001078,Male,Single,59.0,University,136123.0,Skilled employee/Official,Mid-sized city
1078,100001079,Male,Non-single,60.0,University,176372.0,Skilled employee/Official,Mid-sized city
1079,100001080,Female,Non-single,60.0,University,128271.0,Skilled employee/Official,Mid sized city
1080,100001081,Female,Non-single,45.0,University,,Management/High qualified employee,Big city
1081,100001082,Male,Single,63.0,University,122267.0,Skilled employee/Official,Big city
1082,100001083,Male,Non-single,38.0,Graduate school,169324.0,Management/High qualified employee,Big city
1083,100001084,Female,Non-single,46.0,University,192561.0,Management/High qualified employee,Mid-sized city
1084,100001085,Male,Non-single,55.0,University,145781.0,Skilled employee/Official,Big city
1085,100001086,Male,Non-single,50.0,University,135376.0,Skilled employee/Official,Mid-sized city
1086,100001087,Female,Non-single,30.0,Graduate school,169002.0,Management/High qualified employee,Big city
1087,100001088,Male,Single,63.0,University,128469.0,Skilled employee/Official,Big city
1088,100001089,Male,Single,67.0,University,135567.0,Skilled employee/Official,Mid-sized city
1089,100001090,Female,Non-single,54.0,University,170644.0,Management/High qualified employee,Big city
1090,100001091,Male,Single,71.0,University,192360.0,Management/High qualified employee,Mid-sized city
1091,100001092,Female,Non-single,32.0,Graduate school,133235.0,Skilled employee/Official,Big city
1092,100001093,Female,Non-single,45.0,University,260847.0,Management/High qualified employee,Big city
1093,100001094,Male,Single,65.0,University,285647.0,Management/High qualified employee,Big city
1094,100001095,Male,Single,62.0,University,164816.0,Management/High qualified employee,Mid-sized city
1095,100001096,Female,Non-single,28.0,Graduate school,130148.0,Unemployed,Mid sized city
1096,100001097,Male,Single,65.0,University,129838.0,Skilled employee/Official,Mid-sized city
1097,100001098,Male,Single,57.0,University,,Management/High qualified employee,Mid-sized city
1098,100001099,Female,Non-single,48.0,University,157305.0,Skilled employee/Official,Big city
1099,100001100,Female,Non-single,71.0,Graduate school,163654.0,Skilled employee/Official,Mid-sized city
1100,100001101,Male,Single,38.0,High school,82398.0,Skilled employee/Official,Mid-sized city
1101,100001102,Male,Non-single,40.0,High school,107710.0,Skilled employee/Official,Mid-sized city
1102,100001103,Male,Single,49.0,High school,122346.0,Skilled employee/Official,Mid-sized city
1103,100001104,Male,Non-single,32.0,High school,,Management/High qualified employee,Mid-sized city
1104,100001105,Male,Single,45.0,High school,127572.0,Skilled employee/Official,Mid-sized city
1105,100001106,Male,Single,40.0,High school,154031.0,Management/High qualified employee,Mid-sized city
1106,100001107,Male,Single,66.0,University,164931.0,Management/High qualified employee,Big city
1107,100001108,Male,Single,38.0,High school,123003.0,Skilled employee/Official,Big city
1108,100001109,Male,Non-single,20.0,High school,,Skilled employee/Official,Mid-sized city
1109,100001110,Male,Single,48.0,High school,,Skilled employee/Official,Mid-sized city
1110,100001111,Male,Non-single,46.0,University,168904.0,Management/High qualified employee,Mid-sized city
1111,100001112,Male,Single,32.0,High school,137576.0,Management/High qualified employee,Big city
1112,100001113,Male,Single,54.0,High school,111274.0,Skilled employee/Official,Mid-sized city
1113,100001114,Male,Non-single,,High school,94249.0,Management/High qualified employee,Big city
1114,100001115,Male,Married,27.0,High school,180940.0,Management/High qualified employee,Mid-sized city
1115,100001116,Male,Single,57.0,High school,,Skilled employee/Official,Big city
1116,100001117,Male,Single,38.0,High school,,Management/High qualified employee,Mid-sized city
1117,100001118,Male,Single,,High school,144850.0,Skilled employee/Official,Mid-sized city
1118,100001119,Male,Non-single,20.0,High school,107270.0,Skilled employee/Official,Big city
1119,100001120,Male,Single,36.0,High school,113405.0,Management/High qualified employee,Big city
1120,100001121,Male,Single,47.0,High school,137338.0,Skilled employee/Official,Big city
1121,100001122,Male,Single,64.0,University,125119.0,Unemployed,Big city
1122,100001123,Male,Single,42.0,High school,159745.0,Management/High qualified employee,Big city
1123,100001124,Male,Single,44.0,High school,181262.0,Management/High qualified employee,Big city
1124,100001125,Male,Non-single,30.0,High school,90500.0,Management/High qualified employee,Big city
1125,100001126,Male,Single,37.0,High school,,Skilled employee/Official,Mid-sized city
1126,100001127,Male,Single,,High school,,Skilled employee/Official,Big city
1127,100001128,Male,Non-single,62.0,University,,Skilled employee/Official,Mid-sized city
1128,100001129,Male,Single,49.0,High school,178549.0,,Big city
1129,100001130,Male,Single,52.0,High school,159716.0,Skilled employee/Official,Big city
1130,100001131,Male,Married,36.0,High school,170118.0,Management/High qualified employee,Mid-sized city
1131,100001132,Male,Single,49.0,,143886.0,Unemployed,Mid-sized city
1132,100001133,Male,Single,42.0,High school,130164.0,Management/High qualified employee,Big city
1133,100001134,Male,Single,38.0,High school,114476.0,Skilled employee/Official,Mid-sized city
1134,100001135,Male,Single,50.0,High school,,Skilled employee/Official,Mid-sized city
1135,100001136,Male,Non-single,34.0,High school,129654.0,Management/High qualified employee,Big city
1136,100001137,Male,Single,43.0,High school,123202.0,Skilled employee/Official,Big city
1137,100001138,Male,Single,40.0,High school,160524.0,Skilled employee/Official,Mid-sized city
1138,100001139,Male,Single,56.0,University,,Skilled employee/Official,Mid-sized city
1139,100001140,Male,Single,41.0,High school,143994.0,Management/High qualified employee,Big city
1140,100001141,Male,Non-single,30.0,High school,123517.0,Management/High qualified employee,Big city
1141,100001142,Male,Non-single,28.0,High school,129055.0,Skilled employee/Official,Big city
1142,100001143,Male,Single,64.0,University,136312.0,Unemployed,Big city
1143,100001144,Male,Single,67.0,University,112486.0,Skilled employee/Official,Big city
1144,100001145,Male,Single,37.0,High school,152401.0,Management/High qualified employee,Mid-sized city
1145,100001146,Male,Single,31.0,High school,157453.0,Management/High qualified employee,Mid-sized city
1146,100001147,Male,Single,32.0,High school,142870.0,Management/High qualified employee,Big city
1147,100001148,Male,Non-single,52.0,University,137231.0,Skilled employee/Official,Big city
1148,100001149,Male,Non-single,31.0,High school,104406.0,Skilled employee/Official,Mid-sized city
1149,100001150,Male,Single,36.0,High school,145385.0,Management/High qualified employee,Mid-sized city
1150,100001151,Male,Non-single,32.0,High school,146519.0,Management/High qualified employee,Mid-sized city
1151,100001152,Male,Single,51.0,High school,126227.0,Skilled employee/Official,Big city
1152,100001153,Male,Single,47.0,High school,112227.0,Management/High qualified employee,Mid-sized city
1153,100001154,Male,Non-single,34.0,High school,110145.0,Skilled employee/Official,Big city
1154,100001155,Male,Non-single,46.0,University,149419.0,Skilled employee/Official,Mid-sized city
1155,100001156,Male,Non-single,42.0,High school,,Skilled employee/Official,Mid sized city
1156,100001157,Male,Single,39.0,High school,91019.0,Management/High qualified employee,Mid-sized city
1157,100001158,Male,Single,50.0,High school,,Skilled employee/Official,Big city
1158,100001159,Male,Single,42.0,High school,142305.0,Skilled employee/Official,Big city
1159,100001160,Male,Non-single,36.0,High school,130602.0,Skilled employee/Official,Mid-sized city
1160,100001161,Male,Non-single,18.0,High school,98992.0,Skilled employee/Official,Mid-sized city
1161,100001162,Male,Single,35.0,High school,181926.0,Management/High qualified employee,Big city
1162,100001163,Male,Single,38.0,High school,152864.0,Skilled employee/Official,Big city
1163,100001164,Male,Single,39.0,High school,135837.0,Management/High qualified employee,Big city
1164,100001165,Male,Married,24.0,High school,121757.0,Unemployed,Big city
1165,100001166,Male,Single,41.0,High school,182274.0,Skilled employee/Official,Mid-sized city
1166,100001167,Male,Single,36.0,High school,149040.0,Management/High qualified employee,Big city
1167,100001168,Male,Single,37.0,High school,154196.0,Management/High qualified employee,Big city
1168,100001169,Male,Non-single,45.0,University,135332.0,Skilled employee/Official,Mid-sized city
1169,100001170,Male,Single,41.0,High school,134200.0,Management/High qualified employee,Big city
1170,100001171,Male,Single,36.0,High school,177171.0,Management/High qualified employee,Big city
1171,100001172,Male,Single,38.0,High school,,Unemployed,Big city
1172,100001173,Male,Single,38.0,High school,,Unemployed,
1173,100001174,Male,Non-single,53.0,,159559.0,Management/High qualified employee,Mid sized city
1174,100001175,Male,Single,35.0,High school,113878.0,Skilled employee/Official,Big city
1175,100001176,Male,Single,48.0,High school,171203.0,Management/High qualified employee,Big city
1176,100001177,Male,Single,36.0,High school,102180.0,Skilled employee/Official,Big city
1177,100001178,Male,Non-single,22.0,High school,116844.0,Management/High qualified employee,Mid-sized city
1178,100001179,Male,Single,35.0,High school,,Management/High qualified employee,Big city
1179,100001180,Male,Single,42.0,High school,156431.0,Unemployed,Mid-sized city
1180,100001181,Male,Single,39.0,High school,116137.0,Unemployed,Mid-sized city
1181,100001182,Male,Single,31.0,High school,143081.0,Skilled employee/Official,Mid-sized city
1182,100001183,Male,Single,33.0,High school,155870.0,Management/High qualified employee,Big city
1183,100001184,Male,Non-single,31.0,High school,106924.0,Unemployed,Mid-sized city
1184,100001185,Male,Single,42.0,High school,102133.0,Skilled employee/Official,Mid-sized city
1185,100001186,Male,Single,61.0,University,,Unemployed,Mid-sized city
1186,100001187,Male,Single,38.0,High school,,Management/High qualified employee,Big city
1187,100001188,Male,Single,33.0,High school,,Unemployed,Mid-sized city
1188,100001189,Male,Single,48.0,High school,159714.0,Skilled employee/Official,Big city
1189,100001190,Male,Single,31.0,High school,121852.0,Unemployed,Mid-sized city
1190,100001191,Male,Single,52.0,High school,141271.0,Management/High qualified employee,Big city
1191,100001192,Male,Non-single,27.0,High school,123213.0,Skilled employee/Official,Big city
1192,100001193,Male,Single,40.0,High school,143723.0,Management/High qualified employee,Mid-sized city
1193,100001194,Male,Single,34.0,High school,,Unemployed,Mid-sized city
1194,100001195,Male,Non-single,26.0,High school,97932.0,Management/High qualified employee,Big city
1195,100001196,Male,Single,30.0,High school,,Unemployed,Mid-sized city
1196,100001197,Male,Single,53.0,High school,177179.0,Skilled employee/Official,Mid-sized city
1197,100001198,Male,Single,,High school,128052.0,Skilled employee/Official,Big city
1198,100001199,Male,Single,32.0,High school,114617.0,Management/High qualified employee,Mid-sized city
1199,100001200,Male,Single,35.0,High school,182822.0,Management/High qualified employee,Big city
1200,100001201,Male,Non-single,26.0,High school,177215.0,Skilled employee/Official,Big city
1201,100001202,Male,Single,30.0,High school,110929.0,Skilled employee/Official,Mid-sized city
1202,100001203,Male,Single,37.0,High school,111821.0,Skilled employee/Official,Mid-sized city
1203,100001204,Male,Single,32.0,High school,97306.0,Management/High qualified employee,Mid-sized city
1204,100001205,Male,Non-single,40.0,High school,157231.0,Skilled employee/Official,Mid-sized city
1205,100001206,Male,Single,44.0,High school,,Unemployed,Big city
1206,100001207,Male,Single,43.0,High school,133243.0,Skilled employee/Official,Big city
1207,100001208,Male,Single,51.0,High school,112250.0,Skilled employee/Official,Mid-sized city
1208,100001209,Male,Single,37.0,High school,,Unemployed,Mid-sized city
1209,100001210,Male,Single,33.0,High school,151421.0,Skilled employee/Official,Big city
1210,100001211,Male,Non-single,32.0,High school,,Management/High qualified employee,Mid-sized city
1211,100001212,Male,Single,35.0,High school,,Unemployed,Big city
1212,100001213,Male,Non-single,30.0,High school,113012.0,Skilled employee/Official,Mid-sized city
1213,100001214,Male,Non-single,35.0,High school,154585.0,Management/High qualified employee,Big city
1214,100001215,Male,Single,40.0,High school,,Management/High qualified employee,Mid-sized city
1215,100001216,Male,Single,37.0,High school,141632.0,Management/High qualified employee,Big city
1216,100001217,Male,Single,37.0,High school,105055.0,Skilled employee/Official,Big city
1217,100001218,Male,Single,37.0,High school,124597.0,Skilled employee/Official,Big city
1218,100001219,Male,Single,53.0,High school,160164.0,Management/High qualified employee,Mid-sized city
1219,100001220,Male,Single,34.0,High school,151754.0,Management/High qualified employee,Mid-sized city
1220,100001221,Male,Single,51.0,High school,155551.0,Skilled employee/Official,Mid-sized city
1221,100001222,Male,Non-single,26.0,High school,,Skilled employee/Official,Big city
1222,100001223,Male,Single,34.0,High school,175800.0,Unemployed,Mid-sized city
1223,100001224,Male,Single,51.0,High school,,Management/High qualified employee,Mid-sized city
1224,100001225,Male,Single,33.0,High school,,Skilled employee/Official,Big city
1225,100001226,Male,Married,32.0,High school,117796.0,Unemployed,Big city
1226,100001227,Male,Single,39.0,High school,115363.0,Skilled employee/Official,Mid-sized city
1227,100001228,Male,Single,53.0,High school,,Skilled employee/Official,Mid-sized city
1228,100001229,Male,Single,34.0,High school,,Management/High qualified employee,Big city
1229,100001230,Male,Single,37.0,High school,140341.0,Skilled employee/Official,Big city
1230,100001231,Male,Married,,High school,114503.0,Skilled employee/Official,Mid-sized city
1231,100001232,Male,Married,25.0,High school,102937.0,Skilled employee/Official,Big city
1232,100001233,Male,Single,36.0,High school,151781.0,Management/High qualified employee,Big city
1233,100001234,Male,Non-single,36.0,High school,123133.0,Skilled employee/Official,Big city
1234,100001235,Male,Single,35.0,High school,118879.0,Skilled employee/Official,Big city
1235,100001236,Male,Non-single,21.0,High school,158683.0,Skilled employee/Official,Mid-sized city
1236,100001237,Male,Non-single,29.0,High school,107514.0,Skilled employee/Official,Big city
1237,100001238,Male,Single,60.0,University,193879.0,Skilled employee/Official,Mid-sized city
1238,100001239,Male,Single,45.0,High school,135043.0,Skilled employee/Official,Mid-sized city
1239,100001240,Male,Non-single,56.0,University,,Unemployed,Mid-sized city
1240,100001241,Male,Non-single,30.0,High school,121038.0,Skilled employee/Official,Big city
1241,100001242,Male,Single,52.0,High school,151947.0,Management/High qualified employee,Big city
1242,100001243,Male,Non-single,26.0,High school,118820.0,Skilled employee/Official,Mid-sized city
1243,100001244,Male,Single,43.0,High school,121517.0,Skilled employee/Official,Mid-sized city
1244,100001245,Male,Single,34.0,High school,113572.0,Skilled employee/Official,Mid-sized city
1245,100001246,Male,Non-single,22.0,High school,,Skilled employee/Official,Big city
1246,100001247,Male,Single,42.0,High school,,Unemployed,Mid-sized city
1247,100001248,Male,Single,38.0,High school,124554.0,Unemployed,Mid-sized city
1248,100001249,Male,Non-single,29.0,High school,115988.0,Skilled employee/Official,Big city
1249,100001250,Male,Single,44.0,High school,107301.0,Skilled employee/Official,Big city
1250,100001251,Male,Non-single,29.0,High school,103767.0,Management/High qualified employee,Megapolis
1251,100001252,Male,Single,44.0,High school,141493.0,Skilled employee/Official,Big city
1252,100001253,Male,Single,38.0,High school,154339.0,Skilled employee/Official,Big city
1253,100001254,Male,Married,26.0,High school,112369.0,Unemployed,Mid-sized city
1254,100001255,Male,Single,53.0,High school,158193.0,Skilled employee/Official,Mid-sized city
1255,100001256,Male,Single,43.0,High school,,Skilled employee/Official,Mid-sized city
1256,100001257,Male,Single,33.0,High school,121890.0,Skilled employee/Official,Mid-sized city
1257,100001258,Male,Single,52.0,High school,127609.0,Unemployed,Mid-sized city
1258,100001259,Male,,26.0,High school,94650.0,Unemployed,Big city
1259,100001260,Male,Single,,High school,175504.0,Management/High qualified employee,Mid-sized city
1260,100001261,Male,Single,47.0,High school,165495.0,Skilled employee/Official,Big city
1261,100001262,Male,Non-single,26.0,High school,120389.0,Skilled employee/Official,Mid-sized city
1262,100001263,Male,Non-single,36.0,High school,165340.0,Skilled employee/Official,Mid-sized city
1263,100001264,Male,Single,36.0,High school,119804.0,Skilled employee/Official,Mid-sized city
1264,100001265,Male,Single,57.0,University,154344.0,Management/High qualified employee,Mid-sized city
1265,100001266,Male,Non-single,31.0,High school,106266.0,Management/High qualified employee,Big city
1266,100001267,Male,Single,45.0,High school,136129.0,Skilled employee/Official,Mid-sized city
1267,100001268,Male,Single,40.0,High school,151914.0,Management/High qualified employee,Mid-sized city
1268,100001269,Male,Non-single,21.0,High school,121473.0,Skilled employee/Official,Mid-sized city
1269,100001270,Male,Single,46.0,High school,127147.0,Skilled employee/Official,Big city
1270,100001271,Male,Single,35.0,High school,,Skilled employee/Official,Big city
1271,100001272,Male,Non-single,,High school,,Unemployed,Big city
1272,100001273,Male,Single,51.0,High school,124990.0,Skilled employee/Official,Big city
1273,100001274,Male,Non-single,21.0,High school,101471.0,Management/High qualified employee,Mid sized city
1274,100001275,Male,,48.0,High school,155708.0,Skilled employee/Official,Mid-sized city
1275,100001276,Male,Single,48.0,High school,142345.0,Skilled employee/Official,Big city
1276,100001277,Male,Single,68.0,University,148675.0,Unemployed,Mid-sized city
1277,100001278,Male,Non-single,45.0,University,116484.0,Skilled employee/Official,Big city
1278,100001279,Male,Single,35.0,High school,,Management/High qualified employee,Big city
1279,100001280,Male,Non-single,22.0,High school,100273.0,Skilled employee/Official,Big city
1280,100001281,Male,Single,44.0,High school,122292.0,Unemployed,Mid-sized city
1281,100001282,Male,Single,52.0,High school,159216.0,Skilled employee/Official,Mid-sized city
1282,100001283,Male,Single,48.0,High school,,Skilled employee/Official,Big city
1283,100001284,Male,Single,33.0,,139547.0,Skilled employee/Official,Big city
1284,100001285,Male,Non-single,35.0,,122895.0,Skilled employee/Official,Mid-sized city
1285,100001286,Male,Non-single,64.0,University,154549.0,Skilled employee/Official,Mid-sized city
1286,100001287,Male,Single,58.0,High school,,Unemployed,Big city
1287,100001288,Male,Non-single,24.0,High school,,Unemployed,Big city
1288,100001289,Male,Single,40.0,High school,115831.0,Unemployed,Big city
1289,100001290,Male,Single,49.0,High school,118571.0,Management/High qualified employee,Big city
1290,100001291,Male,Single,31.0,High school,138906.0,Skilled employee/Official,Big city
1291,100001292,Male,Single,46.0,High school,,Skilled employee/Official,Big city
1292,100001293,Male,Single,46.0,High school,106576.0,Skilled employee/Official,Mid-sized city
1293,100001294,Male,Single,49.0,High school,121592.0,Skilled employee/Official,Mid-sized city
1294,100001295,Male,,29.0,High school,135605.0,Unemployed,Mid-sized city
1295,100001296,Male,Single,37.0,High school,114552.0,Skilled employee/Official,Big city
1296,100001297,Male,Single,33.0,High school,151339.0,Management/High qualified employee,Mid-sized city
1297,100001298,Male,Single,71.0,University,170387.0,Skilled employee/Official,Big city
1298,100001299,Male,Single,35.0,High school,118288.0,Skilled employee/Official,Big city
1299,100001300,Male,Single,40.0,High school,109992.0,Skilled employee/Official,Big city
1300,100001301,Female,Single,27.0,High school,90654.0,Unemployed,Small city
1301,100001302,Female,Single,61.0,University,113290.0,Unemployed,Small city
1302,100001303,Female,Non-single,29.0,High school,100093.0,Skilled employee/Official,Mid-sized city
1303,100001304,Female,Single,33.0,High school,109489.0,Skilled employee/Official,Small city
1304,100001305,Female,Single,56.0,University,139427.0,Unemployed,Small city
1305,100001306,Female,Non-single,27.0,High school,123411.0,Skilled employee/Official,Mid-sized city
1306,100001307,Female,Non-single,22.0,High school,,Skilled employee/Official,Small city
1307,100001308,Female,Non-single,19.0,High school,99119.0,Skilled employee/Official,Small city
1308,100001309,Female,Non-single,28.0,High school,91084.0,Skilled employee/Official,Mid-sized city
1309,100001310,Female,Non-single,24.0,High school,110137.0,Skilled employee/Official,Mid-sized city
1310,100001311,Female,Non-single,27.0,High school,67041.0,Unemployed,Little town
1311,100001312,Female,Non-single,30.0,High school,127299.0,Skilled employee/Official,Mid-sized city
1312,100001313,Female,Single,26.0,High school,84555.0,Unemployed,Small city
1313,100001314,Female,Non-single,26.0,High school,123895.0,Skilled employee/Official,Small city
1314,100001315,Female,Non-single,23.0,High school,94324.0,Skilled employee/Official,Mid-sized city
1315,100001316,Female,Non-single,28.0,High school,96062.0,Skilled employee/Official,Small city
1316,100001317,Female,Non-single,67.0,Graduate school,,Skilled employee/Official,Small city
1317,100001318,Female,Non-single,27.0,High school,107485.0,Skilled employee/Official,Mid-sized city
1318,100001319,Female,Non-single,32.0,High school,,Skilled employee/Official,Small city
1319,100001320,Female,Single,24.0,High school,107462.0,Unemployed,Small city
1320,100001321,Female,Non-single,28.0,High school,115809.0,Skilled employee/Official,Mid-sized city
1321,100001322,Female,Single,48.0,University,,Unemployed,Small city
1322,100001323,Female,Non-single,32.0,High school,139112.0,Skilled employee/Official,Mid-sized city
1323,100001324,Female,Non-single,25.0,High school,94075.0,Skilled employee/Official,Small city
1324,100001325,Female,Non-single,57.0,University,62002.0,Unemployed,Small city
1325,100001326,Female,Non-single,28.0,High school,,Skilled employee/Official,Small city
1326,100001327,Female,Non-single,24.0,High school,122846.0,Skilled employee/Official,Mid-sized city
1327,100001328,Female,Non-single,25.0,High school,61907.0,Unemployed,Small city
1328,100001329,Female,Single,31.0,High school,89287.0,Unemployed,Small city
1329,100001330,Female,Single,,High school,103696.0,Skilled employee/Official,Mid-sized city
1330,100001331,Female,Non-single,50.0,University,147603.0,Skilled employee/Official,Small city
1331,100001332,Female,Non-single,58.0,University,,Unemployed,Mid-sized city
1332,100001333,Female,Non-single,27.0,High school,107932.0,Unemployed,Medium sized city
1333,100001334,Female,Non-single,48.0,University,116235.0,Unemployed,Small city
1334,100001335,Female,Married,22.0,High school,85974.0,,Small city
1335,100001336,Female,Non-single,40.0,High school,,Unemployed,Small city
1336,100001337,Female,Married,32.0,High school,121428.0,Skilled employee/Official,Small city
1337,100001338,Female,Single,25.0,High school,93233.0,Unemployed,Small city
1338,100001339,Female,Non-single,27.0,High school,,Unemployed,Small city
1339,100001340,Female,Non-single,,High school,88001.0,Unemployed,Small city
1340,100001341,Female,Non-single,23.0,High school,129112.0,Skilled employee/Official,Small city
1341,100001342,Female,Non-single,32.0,High school,109324.0,Skilled employee/Official,Mid-sized city
1342,100001343,Female,Non-single,25.0,High school,112785.0,Skilled employee/Official,Mid-sized city
1343,100001344,Female,Non-single,46.0,University,136735.0,Unemployed,Small city
1344,100001345,Female,Non-single,21.0,High school,107779.0,Skilled employee/Official,Mid-sized city
1345,100001346,Female,,29.0,High school,103526.0,Skilled employee/Official,Small city
1346,100001347,Female,Non-single,31.0,High school,93171.0,Unemployed,Small city
1347,100001348,Female,Single,26.0,High school,106559.0,Unemployed,Small city
1348,100001349,Female,Non-single,23.0,High school,112728.0,Skilled employee/Official,Mid-sized city
1349,100001350,Female,Single,38.0,High school,102855.0,Skilled employee/Official,Mid-sized city
1350,100001351,Female,Single,35.0,High school,85381.0,Unemployed,Small city
1351,100001352,Female,Non-single,27.0,High school,100762.0,Skilled employee/Official,Mid-sized city
1352,100001353,Female,Non-single,22.0,High school,131445.0,Skilled employee/Official,Mid sized city
1353,100001354,Female,Non-single,52.0,University,,Skilled employee/Official,Small city
1354,100001355,Female,Non-single,19.0,High school,99519.0,Skilled employee/Official,Mid-sized city
1355,100001356,Female,Non-single,23.0,High school,,Skilled employee/Official,Small city
1356,100001357,Female,Single,42.0,High school,110509.0,Skilled employee/Official,Small city
1357,100001358,Female,Non-single,27.0,High school,106446.0,Skilled employee/Official,Mid-sized city
1358,100001359,Female,Non-single,39.0,University,89665.0,Unemployed,Small city
1359,100001360,Female,Non-single,50.0,University,,Skilled employee/Official,Mid-sized city
1360,100001361,Female,Non-single,36.0,High school,133615.0,Skilled employee/Official,Small city
1361,100001362,Female,Non-single,,High school,115833.0,Skilled employee/Official,Mid-sized city
1362,100001363,Female,Married,27.0,High school,65560.0,Unemployed,Small city
1363,100001364,Female,Non-single,30.0,High school,118642.0,Skilled employee/Official,Small city
1364,100001365,Female,Single,22.0,High school,63635.0,Unemployed,Small city
1365,100001366,Female,Non-single,27.0,High school,122649.0,Skilled employee/Official,
1366,100001367,Female,Single,31.0,High school,143321.0,Management/High qualified employee,Mid-sized city
1367,100001368,Female,Non-single,29.0,High school,99556.0,Skilled employee/Official,Megapolis
1368,100001369,Female,Single,34.0,High school,36760.0,Unemployed,Small city
1369,100001370,Female,Single,33.0,High school,71935.0,Unemployed,Small city
1370,100001371,Female,Non-single,26.0,High school,114977.0,Skilled employee/Official,Small city
1371,100001372,Female,Non-single,36.0,High school,147691.0,Skilled employee/Official,Mid-sized city
1372,100001373,Female,Non-single,26.0,High school,54296.0,Unemployed,Small city
1373,100001374,Female,Non-single,39.0,High school,80014.0,Unemployed,Small city
1374,100001375,Female,Non-single,44.0,University,77887.0,Unemployed,Small city
1375,100001376,Female,Non-single,46.0,University,98517.0,Unemployed,Small city
1376,100001377,Female,Non-single,,High school,,Unemployed,Small city
1377,100001378,Female,Single,26.0,High school,121377.0,Skilled employee/Official,Small city
1378,100001379,Female,Married,22.0,High school,91359.0,Skilled employee/Official,Mid-sized city
1379,100001380,Female,Single,48.0,University,104833.0,Unemployed,Small city
1380,100001381,Female,Non-single,27.0,High school,101209.0,Skilled employee/Official,Small city
1381,100001382,Female,Single,,High school,58207.0,Unemployed,Small city
1382,100001383,Female,Non-single,27.0,High school,116708.0,Skilled employee/Official,Mid sized city
1383,100001384,Female,Non-single,36.0,High school,107471.0,Skilled employee/Official,Mid-sized city
1384,100001385,Female,Non-single,31.0,High school,128495.0,Skilled employee/Official,Small city
1385,100001386,Female,Single,21.0,High school,124468.0,Skilled employee/Official,Small city
1386,100001387,Female,Non-single,26.0,High school,,Skilled employee/Official,Mid-sized city
1387,100001388,Female,Single,24.0,High school,104291.0,Skilled employee/Official,Small city
1388,100001389,Female,,29.0,High school,98204.0,Skilled employee/Official,Small city
1389,100001390,Female,Non-single,32.0,High school,127071.0,Skilled employee/Official,Small city
1390,100001391,Female,Non-single,45.0,University,85115.0,Unemployed,Small city
1391,100001392,Female,Non-single,58.0,University,104013.0,Unemployed,Small city
1392,100001393,Female,Non-single,25.0,High school,89863.0,Skilled employee/Official,Small city
1393,100001394,Female,Non-single,67.0,Graduate school,135300.0,Skilled employee/Official,Small city
1394,100001395,Female,Non-single,53.0,University,,Unemployed,Small city
1395,100001396,Female,Non-single,24.0,High school,123994.0,Skilled employee/Official,Small city
1396,100001397,Female,Single,20.0,High school,91270.0,Unemployed,Small city
1397,100001398,Female,Non-single,71.0,Graduate school,133245.0,Unemployed,Small city
1398,100001399,Female,Non-single,31.0,High school,118594.0,Skilled employee/Official,Mid-sized city
1399,100001400,Female,Non-single,,High school,40606.0,Unemployed,Small city
1400,100001401,Female,Non-single,,High school,129304.0,Unemployed,Small city
1401,100001402,Female,Non-single,25.0,High school,113118.0,Skilled employee/Official,Small city
1402,100001403,Female,Single,41.0,High school,133131.0,Skilled employee/Official,Small city
1403,100001404,Female,Non-single,30.0,High school,106876.0,Skilled employee/Official,Mid-sized city
1404,100001405,Female,Non-single,32.0,High school,130870.0,Skilled employee/Official,Mid-sized city
1405,100001406,Female,Married,29.0,High school,125621.0,Unemployed,Small city
1406,100001407,Female,Single,27.0,High school,78923.0,Unemployed,Small city
1407,100001408,Female,Non-single,32.0,High school,,Skilled employee/Official,Small city
1408,100001409,Female,Non-single,25.0,High school,75184.0,Unemployed,Small city
1409,100001410,Female,Single,24.0,High school,109693.0,Skilled employee/Official,Small city
1410,100001411,Female,Non-single,63.0,University,86273.0,Unemployed,Small city
1411,100001412,Female,Single,42.0,University,113190.0,Unemployed,Small city
1412,100001413,Female,Non-single,22.0,High school,,Unemployed,Small city
1413,100001414,Female,Non-single,46.0,University,143489.0,Skilled employee/Official,Medium sized city
1414,100001415,Female,Non-single,24.0,High school,,Skilled employee/Official,Mid-sized city
1415,100001416,Female,Single,30.0,High school,139468.0,Skilled employee/Official,Mid-sized city
1416,100001417,Female,,44.0,University,108627.0,Unemployed,Small city
1417,100001418,Female,Single,,High school,,Skilled employee/Official,Small city
1418,100001419,Female,Married,27.0,High school,96952.0,Skilled employee/Official,Small city
1419,100001420,Female,Non-single,27.0,High school,141502.0,Skilled employee/Official,Mid-sized city
1420,100001421,Female,Non-single,34.0,High school,110420.0,Skilled employee/Official,Mid-sized city
1421,100001422,Female,Non-single,18.0,High school,97741.0,Skilled employee/Official,Mid-sized city
1422,100001423,Female,Non-single,25.0,High school,99583.0,Skilled employee/Official,Medium sized city
1423,100001424,Female,Non-single,21.0,High school,63698.0,Unemployed,Small city
1424,100001425,Female,Non-single,26.0,,116688.0,Skilled employee/Official,Mid-sized city
